TRAVEL_ID,TRIP_ID,START_VISIT_AREA_ID,END_VISIT_AREA_ID,START_DT_MIN,END_DT_MIN,MVMN_CD_1,MVMN_CD_2
c_c000722,2208200007,,2208200007,,2022-08-20 02:00:00.000,15,15
c_c009076,2210240002,,2210240002,,2022-10-24 10:00:00.000,1,
c_c009342,2210290008,,2210290008,,2022-10-29 04:00:00.000,15,
c_c000049,2208050005,,2208050005,,2022-08-05 17:30:00.000,16,
c_c002523,2210010003,,2210010003,,2022-10-01 13:00:00.000,1,
c_c000362,2208190003,,2208190003,,2022-08-19 17:30:00.000,1,
c_c001726,2208280004,,2208280004,,2022-08-28 16:00:00.000,15,
c_c013651,2211050004,,2211050004,,2022-11-05 02:00:00.000,15,
c_c004758,2210030001,,2210030001,,2022-10-03 12:00:00.000,1,
a_a003143,2210180002,,2210180002,,2022-10-18 07:30:00.000,1,
c_c005059,2210220001,2210220001,,2022-10-22 13:30:00.000,,,
c_c005083,2210290015,,2210290015,,2022-10-29 19:30:00.000,15,
c_c011236,2210290008,,2210290008,,2022-10-29 14:30:00.000,15,
